"순번","판정코드","보압+사출시간","사출시간","계량시간","공정시간","형폐시간","쿠션위치","보압절환위치","계량완료위치","형계위치","사출최대속도","사출최대압력","보압절환압력","최대배압","히터1","히터2","히터3","히터4","히터5","히터6","히터7","호퍼온도","금형온도1(외부온도1)","금형온도2(외부온도2)","금형온도3(외부온도3)","금형온도4(외부온도4)","금형온도5(외부온도5)","금형온도6(외부온도6)","금형온도7(외부온도7)","금형온도8(외부온도8)","금형온도9(외부온도9)","금형온도10(외부온도10)","SETTING_사출속도_1","SETTING_사출속도_2","SETTING_사출속도_3","SETTING_사출속도_4","SETTING_사출속도_5","SETTING_사출속도_6","SETTING_사출속도_7","SETTING_사출속도_8","SETTING_사출속도_9","SETTING_사출속도_10","SETTING_사출압력_1","SETTING_사출압력_2","SETTING_사출압력_3","SETTING_사출압력_4","SETTING_사출압력_5","SETTING_사출압력_6","SETTING_사출압력_7","SETTING_사출압력_8","SETTING_사출압력_9","SETTING_사출압력_10","SETTING_사출거리_1","SETTING_사출거리_2","SETTING_사출거리_3","SETTING_사출거리_4","SETTING_사출거리_5","SETTING_사출거리_6","SETTING_사출거리_7","SETTING_사출거리_8","SETTING_사출거리_9","SETTING_사출거리_10","SETTING_보압압력_1","SETTING_보압압력_2","SETTING_보압압력_3","SETTING_보압압력_4","SETTING_보압압력_5","SETTING_보압시간_1","SETTING_보압시간_2","SETTING_보압시간_3","SETTING_보압시간_4","SETTING_보압시간_5","SETTING_보압속도_1","SETTING_보압속도_2","SETTING_보압속도_3","SETTING_보압속도_4","SETTING_보압속도_5","SETTING_계량위치_1","SETTING_계량위치_2","SETTING_계량위치_3","SETTING_계량위치_4","SETTING_계량속도_1","SETTING_계량속도_2","SETTING_계량속도_3","SETTING_계량속도_4","SETTING_배압_1","SETTING_배압_2","SETTING_배압_3","SETTING_배압_4","SETTING_강제후퇴거리_1","SETTING_강제후퇴거리_2","SETTING_강제후퇴속도_1","SETTING_강제후퇴속도_2","SETTING_히터_1","SETTING_히터_2","SETTING_히터_3","SETTING_히터_4","SETTING_히터_5","SETTING_히터_6","SETTING_히터_7","SETTING_호퍼온도","SETTING_금형온도1(외부온도1)","SETTING_금형온도2(외부온도2)","SETTING_금형온도3(외부온도3)","SETTING_금형온도4(외부온도4)","SETTING_금형온도5(외부온도5)","SETTING_금형온도6(외부온도6)","SETTING_금형온도7(외부온도7)","SETTING_금형온도8(외부온도8)","SETTING_금형온도9(외부온도9)","SETTING_금형온도10(외부온도10)","SETTING_금형온도11(외부온도11)","SETTING_금형온도12(외부온도12)","SETTING_사출시간","SETTING_냉각시간","SETTING_사출지연시간","SETTING_계량지연시간"
122823,0,1.1,0.6,2,22,4.3,12.1,16.4,36.5,356.1,60.3,85.4,85.4,0,0,325.1,320,319.7,316.9,290,31.5,59.6,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
122824,0,1.3,0.8,2.2,22.8,4.3,12.4,16.4,36.6,356,66,88.3,88.3,0,0,325.1,320,319.8,317,290.3,31.6,59.7,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
122827,1,1.3,0.8,2.1,27.4,4.3,12.6,16.4,36.6,356.1,63.8,90.3,90.3,0,0,325.8,320,320,317.2,290.6,31.6,59.7,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
122828,0,1.3,0.8,1.9,23.5,4.3,12.7,16.4,36.7,356,62.8,90.7,90.7,0,0,325.8,319.9,320.2,317.3,290.8,31.7,59.7,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
122833,0,1.3,0.8,1.8,86.4,4.3,13,16.4,36.7,356.1,59.5,92.4,92.4,0,0,326.2,319.9,320.2,317.3,290.8,31.7,59.8,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
122835,0,1.3,0.8,1.8,31.6,4.3,12.9,16.4,36.7,356.1,57.8,90,90,0,0,325.1,319.9,319.8,317,289.9,31.8,59.9,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
122838,1,1.3,0.8,1.8,48,4.3,13.3,16.4,36.6,356,59.7,93.6,93.6,0,0,325.5,319.9,319.8,317,289.9,31.8,60,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
122841,0,1.3,0.8,1.7,23.3,4.3,13.2,16.4,36.7,356,58.3,91.8,91.8,0,0,325.2,319.9,319.9,317.1,289.7,31.9,60.1,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
122843,0,1.3,0.8,1.8,47.4,4.3,13.3,16.4,36.7,356,57.4,93.6,93.6,0,0,325.3,319.9,319.9,317.1,289.9,31.8,60.2,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
122845,0,1.3,0.8,1.8,37.4,4.3,13.2,16.4,36.7,356,56.9,92.1,92.1,0,0,325.5,319.9,319.9,317.1,289.9,31.9,60.2,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
122848,0,1.3,0.8,1.7,43.8,4.3,13.2,16.4,36.8,356,59.4,92.4,92.4,0,0,324.9,319.9,320,317.1,290,31.9,60.3,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
122849,0,1.3,0.8,1.7,27.3,4.3,13.2,16.4,37,356.1,55.2,91.8,91.8,0,0,325.7,319.9,320,317.1,289.9,31.8,60.3,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
122852,0,1.3,0.8,1.6,31.4,4.3,13.4,16.4,37,356.1,59.5,94.4,94.4,0,0,325.7,319.9,320.1,317.1,289.9,31.9,60.4,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
122853,0,1.3,0.8,1.5,37.1,4.3,13.3,16.4,37.1,356.1,57.8,92.8,92.8,0,0,325.3,319.9,320.1,317.1,290,31.9,60.5,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
122855,0,1.3,0.8,1.6,24,4.3,13.5,16.4,37,356,56.3,95.3,95.3,0,0,325.8,319.9,320,317.1,290,32,60.5,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
122856,0,1.3,0.8,1.5,26.5,4.3,13.4,16.4,37.2,356.1,56.8,93.6,93.6,0,0,325.9,319.9,320,317.1,290.1,32,60.6,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
122858,0,1.3,0.8,1.7,24.1,4.3,13.4,16.4,37,356.1,57.8,94.3,94.3,0,0,325.9,320,320,317.1,290.1,32,60.6,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
122859,0,1.3,0.8,1.5,29,4.3,13.3,16.4,37.2,356.1,59,93.4,93.4,0,0,326,320,320.1,317.1,290.2,32.1,60.6,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
122861,0,1.3,0.8,1.7,29.8,4.3,13.3,16.4,37,356.1,56.3,94.7,94.7,0,0,325.8,320,320.2,317.1,290.2,32.1,60.7,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
122863,0,1.3,0.8,1.5,30.1,4.3,13.3,16.4,37.2,356.1,58,93.7,93.7,0,0,325.4,320,320.2,317.1,290.1,32.2,60.8,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
122864,0,1.3,0.8,1.8,33.5,4.3,12.8,16.4,37.1,356,60.4,93,93,0,0,325.3,320.1,320.2,317.1,290.1,32.2,60.8,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
122866,0,1.3,0.8,1.6,34.6,4.3,13,16.4,37.2,356.1,61,91.9,91.9,0,0,325.6,320.1,320.1,317.1,290,32.2,60.9,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
122867,0,1.3,0.8,1.7,25.1,4.3,12.9,16.4,37.1,356.1,59.9,92.2,92.2,0,0,325.3,320,320.1,317,289.9,32.3,60.9,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
122869,0,1.3,0.8,1.5,24.1,4.3,13.1,16.4,37.2,356.1,59.3,93.2,93.2,0,0,325.5,320,320.1,317,289.9,32.3,60.9,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
122870,0,1.3,0.8,1.8,23.7,4.3,12.9,16.4,37,356.1,59.8,92.1,92.1,0,0,325.6,320,320.1,317,290,32.4,61,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
122872,0,1.3,0.8,1.6,27.1,4.3,12.9,16.4,37.2,356,59.3,91.9,91.9,0,0,325.9,320,320.2,317,290,32.4,61,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
122873,0,1.3,0.8,1.8,28.9,4.3,12.6,16.4,37.1,356,62.3,91.1,91.1,0,0,325.8,320,320.2,317.1,290,32.4,61,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
122875,0,1.3,0.8,1.6,23.9,4.3,12.9,16.4,37.2,356.1,60.7,91.3,91.3,0,0,325.4,320.1,320.2,317,290,32.5,61.1,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
122876,0,1.3,0.8,1.7,25.5,4.3,12.6,16.4,37.2,356.1,61.4,91.5,91.5,0,0,325.7,320.1,320.2,317.1,290,32.6,61.1,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
122878,0,1.3,0.8,1.5,32.5,4.3,12.8,16.4,37.2,356.1,61.8,91,91,0,0,325.6,320.1,320.3,317.1,290,32.6,61.2,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
122881,0,1.3,0.8,1.6,93.5,4.3,12.7,16.4,37.1,356.1,56.4,91,91,0,0,325.3,320,320.1,317.1,289.9,32.6,61.2,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
122882,0,1.3,0.8,1.5,23.1,4.3,12.8,16.4,37.2,356.1,56.4,90.7,90.7,0,0,325.2,319.9,319.7,316.9,289.4,32.8,61.4,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
122883,0,1.3,0.8,1.7,25.3,4.3,12.8,16.4,37.1,356.1,60.7,92,92,0,0,325.6,320,319.9,316.9,289.6,32.8,61.5,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
122885,0,1.3,0.8,1.5,27.6,4.3,13.1,16.4,37.3,356.1,57.4,92.8,92.8,0,0,325.7,320,320,317,289.8,32.8,61.5,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
122886,0,1.3,0.8,1.7,24.9,4.3,12.7,16.4,37.2,356,60.4,91.5,91.5,0,0,325.6,320,320.1,317,290,32.8,61.6,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
122888,0,1.3,0.8,1.5,24.4,4.3,13.1,16.4,37.2,356.1,60.8,93.5,93.5,0,0,325.7,320,320.2,317.1,290.1,32.8,61.6,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
122889,0,1.3,0.8,1.8,23.3,4.3,12.7,16.4,37.2,356.1,60.8,92.2,92.2,0,0,325.8,320,320.2,317.1,290.2,32.9,61.7,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
122891,0,1.3,0.8,1.5,26.2,4.3,13,16.4,37.2,356.1,58.6,93.3,93.3,0,0,325.9,320,320.2,317.1,290.3,32.9,61.7,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
122892,0,1.3,0.8,1.8,24.1,4.3,12.4,16.4,37.2,356,60.2,89.9,89.9,0,0,325.7,320,320.1,317.1,290.3,32.9,61.7,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
122894,0,1.3,0.8,1.5,24.9,4.3,12.9,16.4,37.2,356.1,60.8,92.1,92.1,0,0,325.6,320,320.2,317.1,290.3,33,61.8,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
122895,0,1.3,0.8,1.8,33.3,4.3,12.7,16.4,37.1,356,60.9,91.9,91.9,0,0,325.6,320,320.1,317,290.2,33,61.8,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
122897,0,1.3,0.8,1.5,36,4.3,12.8,16.4,37.3,356.1,61.8,91.7,91.7,0,0,325.2,320,320.1,317,290.1,33,61.9,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
122899,0,1.3,0.8,1.8,27.4,4.3,12.5,16.4,37.2,356,58.3,90.4,90.4,0,0,325.6,320,320,316.9,289.9,33,62,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
122900,0,1.3,0.8,1.5,23.1,4.3,12.9,16.4,37.3,356.1,58.3,92.4,92.4,0,0,325.7,319.9,320,317,289.9,33.1,62,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
122902,0,1.3,0.8,1.7,25.9,4.3,12.6,16.4,37.1,356.1,59.3,92.4,92.4,0,0,325.8,319.9,320,317,289.9,33.2,62.1,0,0,0,0,0,0,0,0,0,0,32,86,96,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
